CustomerID,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,CustomerCareCalls,ReceivedCalls,OutboundCalls,InboundCalls,MonthsInService,UniqueSubs,ActiveSubs,HasCreditCard,RetentionCalls,RetentionOffersAccepted,IncomeGroup,AdjustmentsToCreditRating,CreditRating,PrizmCode,Occupation
3000746,,29.89,98,36,0,0,54.3,3.3,6.7,51,1,1,Yes,0,0,7,0,1-Highest,Suburban,Clerical
3000754,,111.94,2060,85,0.25,7.3,451.5,220,93,55,3,2,Yes,0,0,1,0,2-High,Rural,Other
3000758,,105.7,636,53,0,0.3,286.6,36,13.7,55,2,2,Yes,0,0,1,0,1-Highest,Town,Other
3000798,,166.43,2746,83,2.48,0.7,475.6,378,121.7,51,2,2,Yes,0,0,6,2,3-Good,Other,Other
3000846,,90.74,1156,90,6.43,4,411.4,58.3,1.7,51,2,1,Yes,0,0,4,2,3-Good,Suburban,Other
3000862,,101.49,1728,75,2.97,0,529.7,67,49.7,53,2,2,Yes,0,0,9,0,1-Highest,Town,Professional
3000866,,33.52,26,30,0,0,11.8,0.7,0,49,1,1,No,0,0,0,0,6-VeryLow,Suburban,Other
3000890,,101.65,174,75,0,0,14.8,10,0,51,1,1,No,0,0,0,1,1-Highest,Suburban,Other
3000934,,52.06,352,53,0.5,2,26.1,11.7,1,53,1,1,Yes,0,0,1,0,3-Good,Other,Other
3000938,,42.49,369,42,0,0,80.7,19.7,8.7,53,3,3,Yes,0,0,9,0,1-Highest,Suburban,Other
3000970,,114.46,2035,75,1.24,1.3,827.5,82.3,24,53,1,1,No,0,0,0,0,4-Medium,Suburban,Other
3000994,,103.5,586,79,1.24,0,191.9,12.7,2.7,49,1,1,No,0,0,6,0,5-Low,Other,Other
3001010,,29.99,18,30,0,0,0.7,0,0,51,1,1,Yes,0,0,6,0,1-Highest,Town,Retired
3001034,,37.06,372,40,0.74,6.3,71,52.3,11,51,3,1,No,0,0,0,0,1-Highest,Town,Other
3001042,,88.71,2215,85,0,0,1283.1,82.7,72.3,53,1,1,Yes,0,0,6,0,3-Good,Other,Professional
3001066,,92.11,80,95,0,0,0,1.7,0,50,3,2,Yes,0,0,5,0,3-Good,Rural,Other
3001118,,30.27,326,30,0,0,152.5,21.7,23.7,48,1,1,Yes,0,0,4,0,1-Highest,Suburban,Other
3001126,,59.26,1175,52,0,1.7,498.7,94.3,11,54,1,1,Yes,0,0,9,0,3-Good,Other,Other
3001138,,81.73,678,75,0.5,0,20.3,7,0.7,50,1,1,No,0,0,0,0,1-Highest,Suburban,Other
3001142,,32.78,44,32,0,0,7.3,2.7,1.3,48,2,2,Yes,0,0,8,0,1-Highest,Suburban,Other
3001158,,30.73,41,30,0.74,0,0.1,0.3,0,50,1,1,Yes,0,0,9,0,1-Highest,Other,Professional
3001162,,56.24,229,50,0,0,50.5,6,0,54,1,1,Yes,0,0,5,0,1-Highest,Other,Other
3001222,,50.28,197,50,0.25,0,24.6,7.7,1.7,50,2,2,Yes,0,0,3,0,1-Highest,Rural,Other
3001278,,19,7,19,0,0,0,0,0,52,1,1,Yes,0,0,6,0,1-Highest,Other,Other
3001290,,129.92,1379,75,2.23,0,216.9,40.7,20,48,1,1,No,0,0,0,0,4-Medium,Town,Other
3001334,,202.48,1542,60,0.5,0,598.7,51.3,54.7,48,4,4,Yes,0,0,4,0,1-Highest,Other,Other
3001362,,112.67,2011,105,1.49,1.3,585.8,223.7,27.7,54,1,1,Yes,0,0,5,1,1-Highest,Other,Other
3001390,,33.63,68,30,0,0.3,0.6,3.7,0,50,1,1,Yes,0,0,6,0,1-Highest,Suburban,Other
3001430,,102.62,1417,75,18.07,0,109.2,94,7,52,1,1,Yes,0,0,9,1,1-Highest,Town,Other
3001466,,40,184,40,0,0.3,76.7,12.3,0.7,50,1,1,Yes,0,0,7,0,1-Highest,Town,Professional
3001478,,80.65,966,75,0.5,0,231.5,54.3,13,50,2,2,Yes,0,0,8,0,1-Highest,Town,Other
3001494,,117.1,1077,67,1.73,5.3,464.8,80.3,45.7,50,1,1,No,0,0,7,0,2-High,Suburban,Other
3001514,,213.35,1471,118,5.2,0,0,0,0,52,1,1,No,0,0,6,0,4-Medium,Other,Other
3001526,,110.89,1314,75,1.24,0,448.9,29.7,1.3,50,1,1,Yes,0,0,8,0,1-Highest,Town,Professional
3001538,,111.1,1936,75,0.25,1,524.8,35.3,13.7,50,1,1,Yes,0,0,7,0,4-Medium,Town,Other
3001558,,57.39,392,42,4.46,2.7,88.1,7.3,2.3,50,1,1,No,0,0,0,0,4-Medium,Town,Other
3001582,,76.21,863,50,1.49,0,240.6,37.7,38,50,3,3,Yes,0,0,5,0,3-Good,Suburban,Professional
3001614,,60.34,392,30,0,0,52.8,33,0,48,1,1,No,0,0,6,0,1-Highest,Rural,Other
3001622,,122.78,2568,80,0.25,0,766.9,105,33.3,48,3,2,Yes,0,0,9,3,3-Good,Suburban,Other
3001626,,32.57,92,25,0.25,0,14,2.7,0.7,48,2,2,No,0,0,0,0,6-VeryLow,Other,Other
3001670,,100.11,1115,75,1.49,0.3,358.5,28.7,3,50,2,1,Yes,0,0,8,2,1-Highest,Other,Professional
3001694,,11.46,184,30,0.25,0,42,14,8,50,2,2,Yes,0,0,3,0,1-Highest,Suburban,Self
3001698,,89.01,1658,77,0.5,0.3,484.1,49,7.3,50,1,1,Yes,0,0,5,1,2-High,Other,Professional
3001734,,43.78,290,50,0.5,0,84.7,4.3,0,48,2,1,No,0,0,0,0,1-Highest,Other,Other
3001738,,49.99,228,50,0,0,97.8,5,9.3,52,2,2,No,0,0,0,0,1-Highest,Suburban,Other
3001742,,72.54,886,60,0.25,0,232.3,40,12.7,52,1,1,No,0,0,0,1,6-VeryLow,Suburban,Other
3001778,,196.28,2134,100,1.73,0,948.8,177.3,68,54,1,1,Yes,0,0,5,0,1-Highest,Town,Professional
3001806,,55.95,386,50,0,0,48.2,9,0,52,2,1,Yes,0,0,9,0,1-Highest,Other,Professional
3001822,,107.83,709,95,1.24,0,121.9,17.7,4,47,3,1,Yes,0,0,9,1,3-Good,Town,Other
3001918,,60.06,516,50,6.19,0.3,67.3,18.3,1.3,49,1,1,Yes,0,0,7,0,6-VeryLow,Suburban,Other
3001926,,56.28,483,50,0.99,0.7,50.3,3.3,0,51,1,1,No,0,0,0,0,4-Medium,Suburban,Other
3001958,,101.66,1361,95,3.46,1,213.3,58.7,0.3,51,1,1,Yes,0,0,8,0,4-Medium,Suburban,Crafts
3001994,,161.08,1782,160,0.99,0.7,429.1,90,25,47,2,1,Yes,0,0,3,1,3-Good,Other,Other
3002022,,70.52,501,43,0,0,160.8,15.7,0,53,1,1,Yes,0,0,2,0,1-Highest,Suburban,Other
3002030,,72.12,618,43,1.24,3.3,156.2,8.3,0,53,1,1,Yes,0,0,3,1,5-Low,Other,Other
3002046,,117.96,1455,75,0.25,2,663,44.7,4,47,1,1,Yes,0,0,6,0,3-Good,Town,Other
3002098,,90.09,1732,75,2.23,3,450.4,71.7,6.7,47,1,1,Yes,0,0,7,0,1-Highest,Suburban,Professional
3002122,,77.47,935,85,2.48,0,212.1,67,35.7,51,2,2,No,0,0,9,0,3-Good,Suburban,Other
3002150,,135.99,2241,80,36.13,0,415.2,117.3,50.7,53,5,4,Yes,0,0,9,0,1-Highest,Town,Professional
3002162,,114.93,996,75,8.66,1,295.4,83,42,51,3,3,Yes,0,0,7,9,3-Good,Suburban,Other
3002174,,104.5,623,75,9.65,0.3,156.3,8,3.3,47,1,1,Yes,0,0,9,0,1-Highest,Other,Other
3002238,,110.64,2331,80,3.96,0.7,330.1,106,4.7,49,1,1,Yes,0,0,7,1,1-Highest,Suburban,Professional
3002254,,36.49,104,45,0.25,2,6.2,12,2.7,49,1,1,Yes,0,0,9,1,4-Medium,Suburban,Crafts
3002298,,63.38,885,66,0.25,0.3,292,36,15.7,51,3,1,Yes,0,0,7,1,3-Good,Suburban,Other
3002314,,31.26,164,30,0.99,0,10.1,8.7,0,47,2,2,Yes,0,0,9,0,1-Highest,Suburban,Other
3002318,,51.37,449,50,0,0,0,0,0,51,1,1,Yes,0,0,3,0,1-Highest,Town,Professional
3002342,,111.14,1310,85,4.21,0,470.1,86.7,16,49,1,1,Yes,0,0,9,0,1-Highest,Suburban,Other
3002354,,111.13,1544,58,4.46,2.7,353.7,72,64.7,49,1,1,Yes,0,0,4,2,4-Medium,Rural,Other
3002386,,80.99,1055,75,0.74,0,274.5,71,25.7,47,2,2,Yes,0,0,7,0,1-Highest,Other,Self
3002394,,29.99,165,30,0,0,44.9,0,0,49,1,1,No,0,0,0,0,4-Medium,Suburban,Other
3002406,,40.08,213,32,0,0,25.8,18.3,3.7,49,2,2,Yes,0,0,8,0,1-Highest,Suburban,Other
3002434,,53.76,860,60,0.25,0,0,0,0,53,1,1,Yes,0,0,7,0,1-Highest,Suburban,Other
3002442,,43.23,156,30,0,0,12.8,0,0,49,1,1,No,0,0,0,0,6-VeryLow,Other,Other
3002478,,138.97,695,50,0.5,0,165.1,27,2,49,1,1,Yes,0,0,9,0,1-Highest,Suburban,Other
3002482,,43.63,320,32,0.25,0.3,77.4,15,15,47,2,2,Yes,0,0,6,0,1-Highest,Suburban,Other
3002486,,129.45,1229,75,1.49,0,485.7,68.7,76.7,53,6,5,Yes,0,0,3,0,1-Highest,Other,Other
3002530,,60.53,0,60,0,0,0,0,0,47,3,3,No,0,0,0,1,1-Highest,Other,Other
3002550,,122.72,1795,75,15.35,1.3,436.9,150.3,25.7,47,1,1,Yes,0,0,7,3,1-Highest,Other,Other
3002566,,253.4,2356,75,1.49,0,386.1,72.7,7.7,47,1,1,Yes,0,0,6,0,3-Good,Suburban,Other
3002578,,118.23,848,71,1.49,0.3,442.4,41.3,6.3,51,1,1,Yes,0,0,8,0,4-Medium,Suburban,Other
3002590,,83.09,1712,45,2.23,0,559.3,176.3,105,47,3,3,No,0,0,0,1,1-Highest,Other,Other
3002594,,30.27,221,30,0,3,33.2,10,0,47,1,1,Yes,0,0,6,0,1-Highest,Other,Professional
3002622,,37.27,329,31,0,1.7,47.2,8,6.3,47,4,1,No,0,0,1,0,1-Highest,Other,Other
3002626,,94.43,728,85,0.74,0,169.8,48.7,15.7,47,1,1,No,0,0,0,0,1-Highest,Suburban,Other
3002690,,37.94,124,30,0.25,0,25.1,1.7,0,53,1,1,Yes,0,0,7,0,1-Highest,Suburban,Professional
3002726,,30.5,44,30,0.5,0,0,2,0,53,1,1,No,0,0,0,0,1-Highest,Suburban,Other
3002746,,65.62,322,50,0.25,0,43.6,8,1,49,2,1,No,0,0,7,0,1-Highest,Suburban,Crafts
3002750,,106.65,1094,50,1.49,0,360.6,68.7,27,53,2,2,Yes,0,0,9,0,1-Highest,Suburban,Crafts
3002790,,17.49,9,17,0,0,0,0,0,51,1,1,Yes,0,0,7,0,1-Highest,Suburban,Other
3002798,,54.97,464,50,0.25,0,60.9,6.7,0,47,1,1,Yes,0,0,9,1,1-Highest,Other,Other
3002810,,194.57,1268,60,0.5,0.3,224.8,33.3,41.7,51,1,1,Yes,0,0,3,1,4-Medium,Rural,Other
3002822,,208.59,1346,50,1.24,0,394.7,48.7,8,46,1,1,No,0,0,0,0,1-Highest,Suburban,Other
3002838,,49.54,150,30,0,1.3,39.5,16.7,3,46,3,2,No,0,0,0,0,6-VeryLow,Other,Other
3002842,,59.99,63,60,0,1,4.9,4.7,0.7,49,3,3,Yes,0,0,6,2,5-Low,Suburban,Other
3002898,,48.62,713,45,0,1,146.6,41.7,9.3,50,2,2,Yes,0,0,6,2,1-Highest,Town,Other
3002902,,137.29,1139,103,2.72,1.7,316.9,32.3,8.7,46,3,2,Yes,0,0,6,0,3-Good,Other,Other
3002914,,82.83,875,85,0.74,1.3,228.4,50.7,6,48,1,1,Yes,0,0,6,0,1-Highest,Suburban,Professional
3002954,,58.27,390,55,0,0,163.8,3.7,9,50,1,1,Yes,0,0,6,0,1-Highest,Suburban,Other
3002982,,136.7,2082,100,7.42,0.7,708.8,62.7,22.3,52,2,1,No,0,0,0,0,3-Good,Other,Other
3003010,,86.98,1076,75,0.99,0,322.7,34.3,13.3,48,2,1,Yes,1,1,6,0,1-Highest,Other,Other
3003026,,29.58,147,35,0,0,8.6,3.3,1.3,50,2,2,Yes,0,0,6,0,1-Highest,Other,Other
3003034,,50,62,50,0,0,0,0.7,0,52,1,1,Yes,0,0,7,0,1-Highest,Suburban,Other
3003098,,152.06,836,57,1.24,0.3,105.1,33.7,0,48,1,1,Yes,0,0,5,0,1-Highest,Suburban,Other
3003110,,81.25,727,67,13.12,0,103.9,35.7,5.7,48,3,2,Yes,0,0,9,2,1-Highest,Suburban,Professional
3003130,,149.39,1302,75,5.2,0,490.7,35.7,2.7,50,1,1,Yes,0,0,3,0,1-Highest,Suburban,Other
3003138,,30.99,42,30,0.99,0,1.7,4.7,0,52,1,1,Yes,0,0,3,1,4-Medium,Other,Other
3003142,,77.11,457,32,0.74,0,110.8,12,8,52,2,2,Yes,0,0,6,0,1-Highest,Suburban,Professional
3003198,,35.27,113,38,0.25,0.7,16.5,2,0,48,2,1,Yes,0,0,5,0,1-Highest,Other,Professional
3003214,,40.29,95,39,0.25,0,9,13.3,0,52,2,2,Yes,0,0,1,0,3-Good,Other,Other
3003230,,24.9,13,25,0,0,0.7,2,0,50,1,1,No,0,0,7,0,1-Highest,Other,Retired
3003250,,43.21,183,25,0,0,58.5,12,12.7,52,2,2,Yes,0,0,3,0,4-Medium,Other,Other
3003266,,311.63,1652,302,0,0,466.8,130.7,44,46,3,3,Yes,0,0,8,0,1-Highest,Town,Other
3003270,,10,2,10,0,0,0.5,0,0,50,3,1,Yes,0,0,4,0,1-Highest,Suburban,Other
3003282,,107.42,732,70,0,0,165.4,55.7,2.7,50,1,1,Yes,0,0,9,0,1-Highest,Suburban,Other
3003290,,58.82,1927,85,0,5.3,817.4,159.7,13.3,48,3,1,Yes,1,1,8,1,1-Highest,Suburban,Other
3003294,,139.91,932,133,0.99,4.3,222.5,119,22.7,50,4,4,Yes,0,0,9,0,1-Highest,Suburban,Professional
3003310,,75.57,444,40,0.99,0,141.1,18,1,50,1,1,Yes,0,0,4,0,5-Low,Other,Other
3003338,,138.82,1395,70,0.25,2.7,322.4,65.3,2.3,52,1,1,Yes,0,0,7,0,3-Good,Suburban,Other
3003374,,40.9,95,40,0,0,26.5,5,6.3,46,2,2,Yes,0,0,6,0,1-Highest,Suburban,Retired
3003382,,135.18,628,40,0,0,197.2,27.7,9.7,52,1,1,No,0,0,7,0,1-Highest,Other,Other
3003394,,21.55,44,17,0,0,0.2,3.7,0,48,1,1,Yes,0,0,6,0,1-Highest,Other,Other
3003398,,86.48,807,75,0,0.3,221.7,56,30.3,48,1,1,Yes,0,0,2,1,4-Medium,Other,Other
3003410,,51.12,356,50,0.74,0,70,9,1.3,52,1,1,Yes,0,0,6,0,1-Highest,Suburban,Professional
3003430,,17.16,4,17,0,0,0,0.3,0,46,1,1,Yes,0,0,1,0,1-Highest,Town,Other
3003438,,86.56,654,85,0.99,0,169.8,18.3,10.7,48,2,2,No,0,0,0,0,3-Good,Rural,Other
3003454,,61.44,475,50,2.72,0.3,30.7,21.3,1,48,1,1,Yes,0,0,9,0,2-High,Other,Other
3003542,,83.97,695,85,1.49,0,85.3,81.7,8.3,49,3,3,Yes,1,1,9,0,1-Highest,Suburban,Self
3003550,,76.73,628,75,1.73,0,158.6,67.3,40,47,1,1,Yes,0,0,5,1,1-Highest,Other,Other
3003574,,54.17,329,60,2.72,0,62,11.3,0.3,47,1,1,Yes,0,0,8,0,1-Highest,Other,Other
3003578,,37.26,134,45,1.98,0,2.3,11.3,0.7,47,1,1,No,0,0,0,0,1-Highest,Other,Other
3003582,,110.17,730,50,1.98,0,313.2,42.3,23.3,49,2,2,No,0,0,0,0,3-Good,Town,Other
3003590,,62.88,592,45,0.5,6.7,223.5,22.3,9,47,1,1,Yes,0,0,1,0,4-Medium,Other,Other
3003610,,73.6,526,58,0,2,209.4,33.7,7,45,1,1,Yes,0,0,4,0,1-Highest,Other,Other
3003614,,76.22,1072,66,9.9,0.3,54.9,40.3,6.3,47,2,2,No,0,0,0,0,1-Highest,Rural,Other
3003618,,10,0,10,0,0,0,0,0,49,1,1,Yes,0,0,6,1,3-Good,Rural,Other
3003622,,40.97,102,40,0.25,0,25.5,20.3,0.7,49,3,1,Yes,0,0,8,0,1-Highest,Other,Other
3003642,,56.98,435,60,2.48,0.3,70.6,50.3,18,49,2,2,Yes,0,0,7,0,1-Highest,Town,Other
3003686,,22.05,27,20,0,0,0,0.3,0,49,1,1,Yes,0,0,6,0,3-Good,Other,Professional
3003690,,127.91,1714,75,1.98,2,333.9,99,28,47,3,2,Yes,0,0,9,14,1-Highest,Suburban,Professional
3003698,,30.5,134,30,0.5,0,16,4,0,47,2,1,No,0,0,6,0,1-Highest,Town,Other
3003726,,30.26,24,30,0,0,0,0,0,45,1,1,Yes,0,0,7,0,4-Medium,Other,Self
3003742,,81.56,174,95,2.97,0,16.3,10.3,6,49,2,2,Yes,0,0,6,0,1-Highest,Town,Other
3003746,,47.91,156,40,0,0,32.1,8.3,2,49,1,1,Yes,0,0,8,0,1-Highest,Other,Other
3003758,,74.89,632,55,8.66,0,0,0,0,51,1,1,Yes,0,0,9,0,1-Highest,Suburban,Professional
3003770,,199.16,2552,92,11.88,2.7,892.8,206.3,45.3,51,3,2,No,0,0,6,3,3-Good,Other,Other
3003786,,22,76,22,0,0.7,5.1,3.3,0,51,1,1,Yes,0,0,6,0,6-VeryLow,Town,Other
3003818,,43.95,238,46,0.99,0,30.3,13,5.7,51,1,1,No,0,0,0,1,3-Good,Suburban,Other
3003826,,151.24,2157,160,0,4.7,1045.5,20.7,84.3,49,1,1,Yes,0,0,6,0,5-Low,Other,Other
3003830,,60.17,656,65,0.25,0,133.6,37,12,47,1,1,Yes,0,0,4,0,3-Good,Suburban,Other
3003834,,120.04,1285,85,0,1,257.3,154.7,51,45,3,2,Yes,0,0,9,0,1-Highest,Suburban,Other
3003874,,62.17,640,47,0,7.3,199.7,18.7,0,49,2,1,Yes,1,1,9,1,3-Good,Other,Other
3003898,,40.4,12,40,0,0,0,0.3,0,47,1,1,No,0,0,3,0,1-Highest,Other,Other
3003930,,66.46,439,70,2.97,0,26.1,14.7,0,47,2,2,Yes,0,0,9,0,1-Highest,Other,Self
3003942,,35.01,51,32,2.23,0,0,1.3,0,45,2,2,Yes,0,0,9,0,1-Highest,Other,Professional
3003954,,24.55,44,20,0,0,5.3,0,0,47,1,1,Yes,0,0,6,0,1-Highest,Other,Other
3003982,,113.84,1166,89,9.4,0.7,166.5,84.3,12.3,47,1,1,Yes,0,0,9,0,1-Highest,Town,Other
3003998,,133.26,994,50,0.99,0,350.9,55,20,51,1,1,Yes,0,0,6,0,3-Good,Suburban,Other
3004022,,36.51,85,31,1.98,0.3,11.9,2.7,0.7,47,1,1,No,0,0,4,0,1-Highest,Rural,Crafts
3004026,,72.98,412,70,1.73,0.3,58,19.7,6,49,2,1,Yes,0,0,9,4,4-Medium,Suburban,Other
3004034,,10.7,111,10,0.99,0,41,7,10.7,51,2,2,Yes,0,0,9,0,1-Highest,Other,Professional
3004042,,155.24,1431,95,1.49,0,64.4,16,1.7,44,1,1,Yes,0,0,9,0,3-Good,Other,Professional
3004054,,48.12,439,53,0.25,0.7,144.6,50,17.3,48,1,1,Yes,0,0,1,3,1-Highest,Other,Clerical
3004066,,60.78,33,70,0.25,0,0,1,0,44,2,2,Yes,0,0,7,0,3-Good,Suburban,Other
3004070,,32.49,32,32,0,0,0.8,0.7,1.3,50,3,2,Yes,0,0,6,0,1-Highest,Town,Professional
3004094,,52.47,203,50,1.24,0,18.4,17,4.3,46,1,1,No,0,0,4,0,1-Highest,Other,Other
3004098,,107.1,1188,75,0.5,7,482.4,46.7,17.7,44,1,1,No,0,0,0,0,1-Highest,Town,Other
3004102,,47.49,2,60,0,0,0,0,0,48,2,2,Yes,0,0,9,0,1-Highest,Suburban,Other
3004110,,122.2,1001,55,0,0,257.4,46,2.7,50,1,1,Yes,0,0,7,1,1-Highest,Suburban,Other
3004138,,100.79,911,65,0,0.3,123.4,24.3,2.7,50,1,1,Yes,0,0,3,0,6-VeryLow,Town,Other
3004154,,95.11,1402,85,3.96,1.7,432.5,92.3,32.3,50,1,1,Yes,0,0,5,0,3-Good,Town,Crafts
3004186,,198.97,694,32,2.97,0,133.9,24.7,1,44,1,1,Yes,0,0,6,0,6-VeryLow,Other,Other
3004194,,33.98,196,30,0.5,0,24.7,6.3,0,48,2,2,Yes,0,0,6,0,1-Highest,Other,Professional
3004202,,29.99,10,30,0,0,1.8,4,0,50,1,1,No,0,0,0,0,1-Highest,Other,Other
3004214,,57.63,218,55,0.25,0.3,23.7,21,0,44,1,1,Yes,0,0,5,0,1-Highest,Suburban,Other
3004262,,159.34,1402,112,5.45,5,253.9,69,10,50,5,2,Yes,0,0,9,0,3-Good,Suburban,Other
3004282,,46.41,184,46,0.5,1.3,5.1,2,0.3,44,1,1,No,0,0,0,1,3-Good,Other,Other
3004286,,30.5,68,30,0,0,12.2,9.7,4.7,50,3,3,Yes,0,0,6,0,1-Highest,Town,Professional
3004310,,36.92,556,30,0,0,100,49.7,11.7,44,3,2,Yes,0,0,8,0,1-Highest,Town,Other
3004318,,18.38,428,10,4.46,0,52.7,52,3.3,46,4,2,Yes,0,0,4,0,1-Highest,Suburban,Other
3004338,,29.68,208,21,0.74,0.7,53.9,15.7,13,46,2,2,Yes,0,0,4,0,4-Medium,Town,Professional
3004366,,52.02,383,50,1.73,0.3,37.6,6,2.7,50,1,1,Yes,0,0,6,0,1-Highest,Town,Other
3004378,,35.54,158,30,0,0,51.9,11.3,0.7,46,1,1,No,0,0,0,0,3-Good,Other,Other
3004386,,52.34,988,60,0.25,5,32.5,14.7,1.3,48,1,1,Yes,0,0,4,1,1-Highest,Other,Other
3004398,,34.13,133,30,0,0,9.6,1.7,0,48,1,1,Yes,0,0,5,0,1-Highest,Other,Other
3004402,,99.14,1343,95,5.94,0.3,193.8,61.3,0.3,46,2,1,No,0,0,0,2,5-Low,Other,Other
3004422,,159.65,1909,160,2.48,0.7,439.5,212.3,34.3,46,1,1,Yes,0,0,6,1,5-Low,Other,Other
3004430,,30.25,206,30,0.25,0,7.9,14.3,6,48,2,2,Yes,0,0,7,2,1-Highest,Suburban,Other
3004438,,101.45,739,77,3.71,0,193.8,56,34.7,44,1,1,Yes,0,0,7,0,1-Highest,Suburban,Professional
3004454,,62.19,200,75,2.23,0.3,0,5.3,0,50,1,1,Yes,1,1,9,6,1-Highest,Suburban,Other
3004482,,59.99,24,70,0,0,0,1.7,0,46,2,1,No,0,0,0,0,1-Highest,Suburban,Other
3004534,,75.56,1632,50,0.74,0,0,0,0,50,1,1,Yes,0,0,2,0,1-Highest,Other,Other
3004570,,52.22,324,38,0,0,23,36,8.7,48,2,2,Yes,0,0,6,0,1-Highest,Town,Other
3004578,,54.26,1129,45,2.23,11.3,240.3,37.3,51,48,3,3,Yes,1,0,7,0,1-Highest,Other,Other
3004618,,41.77,77,32,0.25,0,5.8,6.3,2.3,44,2,2,No,0,0,9,0,1-Highest,Suburban,Other
